Instrument_Token,Symbol,Series,instrumenttype,issuedcapital,permittedtotrade,Price_Range,normalmarketstatus,normalmarketeligibility,oddlotmarketstatus,oddlotmarketeligibility,spotmarketstatus,spotmarketeligibility,auctionmarketstatus,auctionmarketeligibility,callauction1marketstatus,callauction1marketeligibility,callauction2marketstatus,callauction2marketeligibility,boardlotquantity,ticsize,Name,survind,issuestartdate,interestpaymentdate,maturitydate,freezepercent,listingdate,expulsiondate,readmissiondate,expirydate,recorddate,nodeliverystartdate,nodeliveryenddate,participantinmarketindex,aon,minimumfill,settlementtype,bookclosurestartdate,bookclosureenddate,dividend,rights,bonus,interest,agm,egm,marketmakerspread,marketmakerminquantity,ssec,remark,localupdatedatetime,deleteflag,Face_Value,ISIN,Is_Relevant_Series_EQ_BE_BZ,Avg_Traded_Value,Avg_Traded_Value_Lakhs,Avg_Traded_Volume,Avg_Close_Price,Days_Data_Available,Has_Complete_3Day_Data,Variance_Percent,Is_FO_Stock,FO_Category,Price_Band_Percent,Category
758296,670RECL29,N0,2,1.92250000000000E+05,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,REC 6.70% 2029 SR 249-B,0,1434585600,0,0,5201,1434585600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000000,INE020B08FY2,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
22070,670RJ50,SG,4,7.50000000000000E+07,0,97.38-107.63,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL RJ 6.70% 2050,0,1280275200,0,0,13006,1280275200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741379,N,10000,IN2920200176,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
22128,670TN50,SG,4,1.25000000000000E+08,0,97.38-107.63,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TN 6.70% 2050,0,1280275200,0,0,7804,1280275200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741379,N,10000,IN3120200164,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
756858,671AP35,SG,4,2.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL AP 6.71% 2035,0,1431216000,0,0,5000,1431216000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN1020250081,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
757036,671MN40,SG,4,2.50000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL MN 6.71% 2040,0,1433030400,0,0,32700,1433030400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN2320250029,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
22077,671RJ30,SG,4,1.50000000000000E+08,0,97.19-107.42,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL RJ 6.71% 2030,0,1280275200,0,0,6516,1280275200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741379,N,10000,IN2920200044,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
6741,671TN29,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TN 6.71% 2029,0,1322006400,0,0,10000,1322006400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741375,N,10000,IN3120210239,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
755926,671TN35,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TN 6.71% 2035,0,1429660800,0,0,10000,1429660800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN3120250011,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
757111,671TN35A,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TN 6.71% 2035,0,1431820800,0,0,10000,1431820800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN3120250045,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
1446,671TS40,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TS 6.71% 2040,0,1292112000,0,0,10000,1292112000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741375,N,10000,IN4520200242,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
22457,671TS50,SG,4,1.50000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TS 6.71% 2050,0,1283644800,0,0,6666,1283644800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741379,N,10000,IN4520200150,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
1443,671WB40,SG,4,2.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL WB 6.71% 2040,0,1292112000,0,0,5000,1292112000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741375,N,10000,IN3420200161,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
20914,672AP28,SG,4,1.00000000000000E+08,0,97.42-107.67,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL AP 6.72% 2028,0,1280275200,0,0,9751,1280275200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741378,N,10000,IN1020200128,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
20913,672GA30,SG,4,1.00000000000000E+07,0,97.24-107.47,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL GA 6.72% 2030,0,1280275200,0,0,32700,1280275200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741378,N,10000,IN1420200033,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
3750,672GJ30,SG,4,1.50000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL GJ 6.72% 2030,0,1307836800,0,0,6666,1307836800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741375,N,10000,IN1520210015,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
867,672HR35,SG,4,2.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL HR 6.72% 2035,0,1288483200,0,0,5000,1288483200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741374,N,10000,IN1620200114,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
1166,672KA33,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL KA 6.72% 2033,0,1290297600,0,0,10000,1290297600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741375,N,10000,IN1920200426,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
2901,672KL27,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL KL 6.72% 2027,0,1301184000,0,0,10000,1301184000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741375,N,10000,IN2020200290,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
756063,672MH38,SG,4,2.00000000000000E+08,0,85.73-94.76,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL MH 6.72% 2038,0,1430006400,0,0,5540,1430006400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN2220250020,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
756065,672MH40,SG,4,1.50000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL MH 6.72% 2040,0,1430006400,0,0,6666,1430006400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN2220250046,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
21786,672PN30,SG,4,5.00000000000000E+07,0,97.16-107.39,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL PN 6.72% 2030,0,1280275200,0,0,19554,1280275200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741379,N,10000,IN2820200060,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
171,672RJ30,SG,4,7.50000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL RJ 6.72% 2030,0,1285459200,0,0,13333,1285459200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741374,N,10000,IN2920200382,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
420,672TN27,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TN 6.72% 2027,0,1286668800,0,0,10000,1286668800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741374,N,10000,IN3120200305,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
756814,672TR40,SG,4,3.00000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TR 6.72% 2040,0,1432425600,0,0,32700,1432425600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN3220250028,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
22192,672TS26,SG,4,1.00000000000000E+08,0,98.24-108.59,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TS 6.72% 2026,0,1280275200,0,0,9669,1280275200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741379,N,10000,IN4520200036,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
756705,673HPCL30,N0,2,2.50000000000000E+05,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,HPCL 6.73% 2030 SR I,0,1430611200,0,0,4000,1430611200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000000,INE094A08176,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
21903,673KL28,SG,4,7.00000000000000E+07,0,97.73-108.02,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL KL 6.73% 2028,0,1280275200,0,0,13885,1280275200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741379,N,10000,IN2020200134,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
21981,673MP30,SG,4,1.00000000000000E+08,0,97.40-107.65,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL MP 6.73% 2030,0,1280275200,0,0,9753,1280275200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741379,N,10000,IN2120200083,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
759021,673PFCL27,N0,2,3.45000000000000E+05,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,PFCL 6.73% 2027 SR 253,0,1443571200,0,0,2898,1443571200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000000,INE134E08NW3,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
1382,673PN40,SG,4,1.50000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL PN 6.73% 2040,0,1291507200,0,0,6666,1291507200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741375,N,10000,IN2820200169,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
757560,673RJ35,SG,4,1.50000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL RJ 6.73% 2035,0,1435449600,0,0,6666,1435449600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN2920250098,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
173,673SK30,SG,4,1.48000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL SK 6.73% 2030,0,1285459200,0,0,32700,1285459200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741374,N,10000,IN3020200025,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
22122,673TN30,SG,4,1.00000000000000E+08,0,97.53-107.80,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TN 6.73% 2030,0,1280275200,0,0,9739,1280275200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741379,N,10000,IN3120200065,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
1254,673TN40,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TN 6.73% 2040,0,1290902400,0,0,10000,1290902400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741375,N,10000,IN3120200313,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
1256,673TS50,SG,4,1.57280000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TS 6.73% 2050,0,1290902400,0,0,6358,1290902400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741375,N,10000,IN4520200226,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
756859,674AP37,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL AP 6.74% 2037,0,1431216000,0,0,10000,1431216000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN1020250107,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
165,674GA30,SG,4,2.00000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL GA 6.74% 2030,0,1285459200,0,0,32700,1285459200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741374,N,10000,IN1420200132,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
758843,674MH29,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL MH 6.74% 2029,0,1442102400,0,0,10000,1442102400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN2220250285,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
22112,674TN50,SG,4,1.25000000000000E+08,0,97.55-107.82,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TN 6.74% 2050,0,1280275200,0,0,7790,1280275200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741379,N,10000,IN3120200123,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
1386,674TS50,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TS 6.74% 2050,0,1291507200,0,0,10000,1291507200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741375,N,10000,IN4520200234,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
756092,674UK35,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL UK 6.74% 2035,0,1430870400,0,0,10000,1430870400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN3620250016,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
757561,674UK35A,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL UK 6.74% 2035,0,1435449600,0,0,10000,1435449600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN3620250024,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
161,674UP30,SG,4,1.50000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL UP 6.74% 2030,0,1285459200,0,0,6666,1285459200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741374,N,10000,IN3320200105,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
756061,675AS40,SG,4,9.00000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL AS 6.75% 2040,0,1430006400,0,0,11111,1430006400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN1220250014,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
4980,675BR27,SG,4,2.00000000000000E+08,0,81.46-90.03,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL BR 6.75% 2027,0,1310256000,0,0,5830,1310256000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741375,N,10000,IN1320210033,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
29517,675GJ27,SG,4,1.20000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL GJ 6.75% 2027,0,1423353600,0,0,8333,1423353600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741380,N,10000,IN1520240186,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
6093,675GJ29,SG,4,1.05420000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL GJ 6.75% 2029,0,1318982400,0,0,9485,1318982400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741375,N,10000,IN1520210122,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
4575,675GJ31,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL GJ 6.75% 2031,0,1308441600,0,0,10000,1308441600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741375,N,10000,IN1520210023,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
28530,675GS2029,GS,4,1.40000000000000E+09,0,106.40-117.60,1,1,2,0,2,0,2,0,1,0,1,0,1,1,GOI LOAN   6.75% 2029,0,1419465600,0,0,637,1419465600,0,0,1434844800,1434931200,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,INTEREST PAYMENT,1446741380,N,10000,IN0020240183,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
756094,675HR38,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL HR 6.75% 2038,0,1430870400,0,0,10000,1430870400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN1620250028,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
74,675KA33,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL KA 6.75% 2033,0,1284854400,0,0,10000,1284854400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741374,N,10000,IN1920200244,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
618,675KA33A,SG,4,1.00000000000000E+08,0,96.04-106.15,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL KA 6.75% 2033,0,1287273600,0,0,9891,1287273600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741374,N,10000,IN1920200327,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
1092,675KA34,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL KA 6.75% 2034,0,1289692800,0,0,10000,1289692800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741374,N,10000,IN1920200400,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
1006,675KA35,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL KA 6.75% 2035,0,1289088000,0,0,10000,1289088000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741374,N,10000,IN1920200384,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
756064,675MH39,SG,4,1.50000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL MH 6.75% 2039,0,1430006400,0,0,6666,1430006400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN2220250038,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
756097,675MH40,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL MH 6.75% 2040,0,1430870400,0,0,10000,1430870400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN2220250087,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
969,675RJ30,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL RJ 6.75% 2030,0,1289088000,0,0,10000,1289088000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741374,N,10000,IN2920200465,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
3195,675RJ31,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL RJ 6.75% 2031,0,1302739200,0,0,10000,1302739200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741375,N,10000,IN2920210027,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
756098,675TR40,SG,4,5.00000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TR 6.75% 2040,0,1430870400,0,0,20000,1430870400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN3220250010,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
757730,676AS32,SG,4,5.00000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL AS 6.76% 2032,0,1438473600,0,0,20000,1438473600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN1220250071,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
756908,676JK31,SG,4,5.00000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL JK 6.76% 2031,0,1428537600,0,0,20000,1428537600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN4920250011,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
756062,676MH37,SG,4,2.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL MH 6.76% 2037,0,1430006400,0,0,5000,1430006400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN2220250012,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
95,676MP33,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL MP 6.76% 2033,0,1284854400,0,0,10000,1284854400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741374,N,10000,IN2120200166,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
1012,676MP40,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL MP 6.76% 2040,0,1289088000,0,0,10000,1289088000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741374,N,10000,IN2120200208,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
877,676PN40,SG,4,5.00000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL PN 6.76% 2040,0,1288483200,0,0,20000,1288483200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741374,N,10000,IN2820200136,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
3641,676RJ31,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL RJ 6.76% 2031,0,1306540800,0,0,10000,1306540800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741375,N,10000,IN2920210092,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
5742,676TN31,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TN 6.76% 2031,0,1316908800,0,0,10000,1316908800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741375,N,10000,IN3120210197,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
758201,677AP31,SG,4,1.50000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL AP 6.77% 2031,0,1439078400,0,0,6666,1439078400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN1020250255,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
876,677AP38,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL AP 6.77% 2038,0,1288483200,0,0,10000,1288483200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741374,N,10000,IN1020200441,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
